fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,total_rules,stop_gen_mean,stop_gen_std,stop_gen_min,stop_gen_max,best_fitness_mean,best_fitness_std,mean_accuracy_mean,mean_accuracy_std,best_accuracy_mean,best_accuracy_std,best_accuracy_min,best_accuracy_max,best_mse_chance_mean,best_mse_chance_std,best_mse_chance_min,best_mse_chance_max,mean_mse_chance_mean,mean_mse_chance_std,mean_mse_chance_min,mean_mse_chance_max,best_mse_utility_mean,best_mse_utility_std,best_mse_utility_min,best_mse_utility_max,mean_mse_utility_mean,mean_mse_utility_std,mean_mse_utility_min,mean_mse_utility_max
regret,top90,2,10,20,16.00,4.15,11,22,0.000000,0.000000,61.73,3.86,89.00,4.90,85.00,95.00,0.798952,0.093605,0.685128,0.969563,1.685180,0.156972,1.462653,1.835358,8.889778,1.201777,7.048168,10.218170,21.406028,2.331406,19.382651,25.852001
regret,top90,4,20,20,18.40,3.61,12,22,0.000000,0.000000,69.56,2.28,91.00,4.90,85.00,95.00,0.970385,0.257576,0.548779,1.212606,1.869939,0.409873,1.084192,2.242557,10.821584,1.754209,8.747676,13.589258,22.578620,1.552128,20.058324,24.520573
regret,top90,8,40,20,19.40,1.74,18,22,0.000000,0.000000,82.60,9.01,96.00,5.83,85.00,100.00,0.923721,0.336492,0.421059,1.409303,1.651249,0.487928,0.870734,2.273388,12.954378,4.180320,6.882144,19.164860,18.754243,5.314596,10.756925,27.212468
regret,top90,12,60,20,19.60,2.33,17,23,0.000000,0.000000,98.84,1.09,100.00,0.00,100.00,100.00,0.987046,0.448053,0.578225,1.847338,1.557930,0.545561,0.955478,2.438238,15.382968,6.248422,8.032097,25.244889,20.910772,6.263597,11.628420,26.133557
entropy,top10,1,5,20,1.20,0.40,1,2,0.000552,0.000392,50.88,2.48,85.00,3.16,80.00,90.00,0.513198,0.058514,0.416465,0.580448,1.494754,0.025324,1.467805,1.539729,6.414833,0.886158,5.550171,8.050272,18.291795,0.769010,17.222879,19.481594
entropy,top10,2,10,20,4.40,1.85,2,7,0.000370,0.000147,53.85,3.02,83.00,2.45,80.00,85.00,0.686176,0.077163,0.596273,0.775909,1.613205,0.104088,1.461221,1.761441,5.050297,0.904860,3.845617,6.450635,18.865188,1.182104,17.354924,20.408603
entropy,top10,4,20,20,10.00,3.03,8,16,0.004338,0.005117,60.87,4.42,89.00,4.90,85.00,95.00,0.869079,0.167974,0.723796,1.183147,1.828495,0.193972,1.715835,2.215726,8.108084,1.674187,6.137257,10.811685,20.050892,2.449716,16.237305,22.942822
entropy,top10,8,40,20,21.80,2.71,19,26,0.063472,0.065073,78.27,7.42,93.00,4.00,85.00,95.00,1.188903,0.384716,0.760326,1.893864,2.007952,0.344989,1.636292,2.536237,11.569740,3.435021,7.964079,17.477061,21.927002,5.314739,14.820896,28.163706
entropy,top10,12,60,20,21.00,6.96,12,31,1.256693,1.413445,75.99,11.66,94.00,4.90,85.00,100.00,0.802683,0.167079,0.559516,0.982763,1.618786,0.283682,1.217237,2.037009,17.284874,5.410272,10.745688,25.495393,24.980196,2.486663,22.265721,29.100085
entropy,top30,1,5,20,3.80,0.75,3,5,0.000102,0.000004,51.81,2.94,87.00,4.00,85.00,95.00,0.609915,0.088503,0.501087,0.747266,1.535335,0.113424,1.382714,1.723587,6.914283,0.431777,6.400186,7.590262,18.494181,1.241138,16.686731,20.562769
entropy,top30,2,10,20,7.60,2.06,4,10,0.000196,0.000006,56.31,3.27,88.00,4.00,85.00,95.00,0.687244,0.082898,0.567958,0.794166,1.563473,0.067263,1.486844,1.689015,8.151361,1.826507,5.456740,11.137356,20.628925,1.475907,17.972075,22.376525
entropy,top30,4,20,20,15.40,4.45,10,22,0.000483,0.000174,64.29,4.48,89.00,4.90,85.00,95.00,0.850333,0.139695,0.708790,1.094765,1.714539,0.314841,1.218747,2.171641,9.523422,1.915712,7.124763,11.777923,21.456120,3.302558,16.440939,26.144449
