fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,total_rules,stop_gen_mean,stop_gen_std,stop_gen_min,stop_gen_max,best_fitness_mean,best_fitness_std,mean_accuracy_mean,mean_accuracy_std,best_accuracy_mean,best_accuracy_std,best_accuracy_min,best_accuracy_max,best_mse_chance_mean,best_mse_chance_std,best_mse_chance_min,best_mse_chance_max,mean_mse_chance_mean,mean_mse_chance_std,mean_mse_chance_min,mean_mse_chance_max,best_mse_utility_mean,best_mse_utility_std,best_mse_utility_min,best_mse_utility_max,mean_mse_utility_mean,mean_mse_utility_std,mean_mse_utility_min,mean_mse_utility_max
regret,top90,2,10,20,13.20,5.15,6,20,0.000000,0.000000,58.54,5.02,86.00,8.00,75.00,100.00,0.594135,0.128953,0.425565,0.703031,1.326088,0.147059,1.135464,1.508349,2.303656,0.239820,1.913467,2.554664,13.262091,3.776504,8.770587,18.400121
regret,top90,4,20,20,20.40,2.33,16,22,0.000000,0.000000,61.01,2.08,90.00,4.47,85.00,95.00,0.767668,0.185273,0.470372,0.995170,1.660019,0.307799,1.051460,1.887227,6.539828,6.395419,2.823859,19.310533,15.930922,7.928951,9.066946,31.043349
regret,top90,8,40,20,22.20,0.40,22,23,0.000000,0.000000,74.38,3.43,94.00,4.90,85.00,100.00,0.687558,0.122934,0.594447,0.922743,1.603055,0.353858,1.176162,2.019064,12.059143,7.217468,3.950871,25.626625,20.869491,8.516488,11.406159,32.486873
regret,top90,12,60,20,23.60,2.15,21,27,0.000001,0.000003,76.44,11.25,93.00,4.00,90.00,100.00,0.698185,0.263261,0.389111,1.163154,1.364846,0.357292,0.911304,1.957372,21.508434,9.667702,8.982339,33.732493,27.613836,8.978833,10.447360,34.756950
entropy,top10,1,5,20,1.20,0.40,1,2,0.000454,0.000231,50.98,2.38,82.00,4.00,75.00,85.00,0.514473,0.058820,0.416465,0.580448,1.460780,0.080964,1.305797,1.539729,5.861574,1.670769,2.941987,8.050272,17.832876,1.553992,14.928287,19.481594
entropy,top10,2,10,20,5.40,2.06,2,8,0.002635,0.001391,56.42,4.77,83.00,5.10,75.00,90.00,0.546551,0.125069,0.430087,0.759541,1.314647,0.092924,1.184573,1.431069,2.397645,0.635954,1.816498,3.541303,13.118785,2.303592,9.865101,16.470583
entropy,top10,4,20,20,11.40,2.06,9,15,0.018394,0.011286,63.35,3.58,92.00,6.00,85.00,100.00,0.540856,0.159398,0.369535,0.810372,1.194398,0.190877,0.915948,1.497603,2.723012,0.982026,1.332909,4.196001,10.354864,2.805724,6.170949,14.253718
entropy,top10,8,40,20,14.20,3.06,11,20,0.108117,0.048004,74.35,1.79,95.00,5.48,85.00,100.00,0.543345,0.094358,0.429446,0.701500,1.151429,0.191030,0.852483,1.418279,4.081625,1.394803,2.673213,6.651335,12.046862,3.382337,7.704801,16.689183
entropy,top10,12,60,20,21.20,7.08,14,32,0.402519,0.438936,85.89,4.86,97.00,2.45,95.00,100.00,0.955134,0.266660,0.704056,1.418867,1.489808,0.172926,1.253201,1.756477,7.089467,3.469654,4.317859,13.832102,15.266791,6.478289,9.334074,27.720526
entropy,top30,1,5,20,4.60,0.49,4,5,0.000529,0.000242,52.74,4.30,87.00,5.10,80.00,95.00,0.514539,0.109488,0.404480,0.723366,1.278223,0.086220,1.167983,1.393262,2.573245,0.613731,1.655601,3.224469,13.163999,1.291480,11.662533,15.059406
entropy,top30,2,10,20,7.80,2.14,4,10,0.002355,0.001496,59.06,4.52,92.00,4.00,85.00,95.00,0.643157,0.090642,0.516828,0.764337,1.373371,0.146920,1.159165,1.550095,3.680642,0.916223,2.152299,4.780146,12.782257,2.669970,9.860652,17.009150
entropy,top30,4,20,20,13.40,2.80,10,18,0.010488,0.008138,63.03,3.45,87.00,7.48,75.00,95.00,0.599103,0.097467,0.463754,0.765291,1.200180,0.223861,0.960888,1.610397,2.635620,0.894586,1.249855,3.704396,10.066312,2.218818,6.956668,13.630052
entropy,top30,8,40,20,16.80,4.40,12,25,0.042163,0.010829,75.32,2.69,93.00,4.00,85.00,95.00,0.621025,0.111971,0.501180,0.801234,1.152559,0.239724,0.824654,1.439198,5.533994,1.801376,3.336918,7.916307,12.389267,3.545035,7.937688,16.733602
entropy,top30,12,60,20,22.40,6.41,16,32,0.351007,0.465689,86.30,4.52,96.00,2.00,95.00,100.00,0.928227,0.267041,0.615554,1.403189,1.513000,0.146218,1.347709,1.760030,7.464098,3.218726,5.123013,13.832102,15.711736,6.360185,9.220364,27.720526
entropy,top70,1,5,20,7.60,1.02,6,9,0.000172,0.000030,55.56,5.53,85.00,5.48,80.00,95.00,0.639937,0.159177,0.502398,0.950795,1.302322,0.143241,1.116714,1.504583,3.323270,1.040925,2.152018,4.954294,13.920385,2.659570,9.721137,17.918840
entropy,top70,2,10,20,10.60,2.87,6,15,0.000820,0.000565,60.78,5.48,88.00,7.48,75.00,95.00,0.694342,0.120125,0.494355,0.830006,1.364221,0.172217,1.048326,1.566028,5.165434,2.325398,3.288872,9.644605,13.084215,4.207265,8.795738,19.964923
entropy,top70,4,20,20,15.80,3.25,13,22,0.005293,0.004779,63.20,3.89,89.00,3.74,85.00,95.00,0.567730,0.090117,0.394322,0.652612,1.145149,0.240780,0.868700,1.580978,3.506845,0.649065,2.757895,4.433663,10.616968,2.071282,8.723707,14.331181
entropy,top70,8,40,20,19.00,4.47,14,27,0.028881,0.021776,75.79,2.13,93.00,4.00,85.00,95.00,0.644660,0.102043,0.484479,0.783465,1.168012,0.242036,0.861154,1.529127,6.431779,1.955471,3.404005,8.626633,13.124284,4.034367,7.578259,18.618033
entropy,top70,12,60,20,24.00,5.44,19,32,0.345971,0.467916,85.62,5.33,95.00,0.00,95.00,95.00,0.999045,0.296114,0.713173,1.504847,1.525908,0.145048,1.334652,1.763683,8.433162,2.879083,5.648558,13.832102,15.907427,6.145051,9.966108,27.720526
entropy,top90,1,5,20,9.80,2.04,7,13,0.000126,0.000027,54.65,5.99,83.00,7.48,75.00,95.00,0.658634,0.135007,0.468967,0.871050,1.331588,0.192301,1.102268,1.652406,5.481568,1.485854,3.397289,7.254139,15.734747,4.230992,9.358180,20.486299
entropy,top90,2,10,20,12.00,3.63,7,18,0.000523,0.000358,60.57,6.84,87.00,7.48,75.00,95.00,0.680217,0.150857,0.424839,0.801530,1.359058,0.178743,1.030292,1.564656,5.118332,2.119086,1.693067,8.311581,13.441475,4.990342,8.795738,21.802791
entropy,top90,4,20,20,17.00,2.83,14,22,0.002793,0.002049,63.06,3.88,90.00,4.47,85.00,95.00,0.536222,0.071113,0.413159,0.616433,1.140088,0.295170,0.750709,1.580978,4.351137,1.289131,3.245503,6.857476,11.305736,2.809217,8.319377,16.271614
entropy,top90,8,40,20,20.40,4.63,16,29,0.020409,0.016484,76.55,2.96,90.00,4.47,85.00,95.00,0.638322,0.154453,0.446842,0.853998,1.148189,0.284696,0.767388,1.599094,8.076332,2.370310,5.113926,11.575291,13.396816,4.172774,7.338215,18.389501
entropy,top90,12,60,20,25.20,5.19,20,32,0.330829,0.475854,86.06,5.56,95.00,0.00,95.00,95.00,1.091547,0.289631,0.755889,1.603863,1.543869,0.129488,1.382619,1.758076,8.281011,2.884214,5.951408,13.832102,16.038363,6.071910,10.277616,27.720526
